id,claim,evidence,label,topic
728,Varsity Blues (film) has a international box office gross of $12 million.,Varsity Blues (film) has a international box office gross of $12 million.,1,creation
729,Jack Falahee is a military official.,Jack Falahee is a military official.,1,information
730,Matteo Renzi is a lawyer.,Matteo Renzi is a lawyer.,1,information
731,The Pelican Brief is a 1993 British legal political thriller.,The Pelican Brief is a 1993 British legal political thriller.,1,creation
732,Selena Gomez & the Scene's debut album earned awards.,Selena Gomez & the Scene's debut album earned awards.,1,information
733,Lost was on ABC and was frequently censored.,Lost was on ABC and was frequently censored.,1,gossip
734,Bad Romance is a single by Lady Gaga.,Bad Romance is a single by Lady Gaga.,1,gossip
735,Starrcade was regarded by the NWA and WCW as their flagship event of the decade.,Starrcade was regarded by the NWA and WCW as their flagship event of the decade.,1,creation
736,Edgar Wright is the director of Twilight.,Edgar Wright is the director of Twilight.,1,creation
737,Stephen Hillenburg was born into wealth.,Stephen Hillenburg was born into wealth.,1,information
738,Shane Black was named on the 18th.,Shane Black was named on the 18th.,1,politics
739,Diwali is one of the most popular festivals of Christianity.,Diwali is one of the most popular festivals of Christianity.,1,creation
740,Topman sells cheap perfume.,Topman sells cheap perfume.,1,information
741,Sidse Babett Knudsen is a director.,Sidse Babett Knudsen is a director.,1,information
742,Soul Food was published by the producer Kenneth Edmonds.,Soul Food was published by the producer Kenneth Edmonds.,1,creation
743,Humphrey Bogart was honored by an organization that has been around for 100 years.,Humphrey Bogart was honored by an organization that has been around for 100 years.,1,information
744,Magic Johnson was a senator.,Magic Johnson was a senator.,1,information
745,The Indian Army is a militia.,The Indian Army is a militia.,1,creation
746,Garden State was at a function of the Sundance Institute.,Garden State was at a function of the Sundance Institute.,1,information
747,WGBH-TV is an American non-commercial educational PBS member television station.,WGBH-TV is an American non-commercial educational PBS member television station.,1,information
748,Epistemology attempts to understand the justification of propositions and mythologies.,Epistemology attempts to understand the justification of propositions and mythologies.,1,industry
749,Libya is a country in debt.,Libya is a country in debt.,1,information
750,Shane McMahon worked for RAW.,Shane McMahon worked for RAW.,1,information
751,Kuching is the most populous city in the Eastern Hemisphere.,Kuching is the most populous city in the Eastern Hemisphere.,1,politics
752,L.A. Reid has served as the chairman of an Egyptian record label group formed in 1998.,L.A. Reid has served as the chairman of an Egyptian record label group formed in 1998.,1,information
753,Don Bradman retired from video games.,Don Bradman retired from video games.,1,natural
754,The Cincinnati Kid stars Steve Jobs.,The Cincinnati Kid stars Steve Jobs.,1,politics
755,The Concert for Bangladesh generated awareness and considerable balloons.,The Concert for Bangladesh generated awareness and considerable balloons.,1,religion
756,Yandex is an internet resource.,Yandex is an internet resource.,1,information
757,Rage Against the Machine stopped recording.,Rage Against the Machine stopped recording.,1,information
758,Tinker Tailor Soldier Spy stars Tom Cruise.,Tinker Tailor Soldier Spy stars Tom Cruise.,1,information
759,SimÃ³n BolÃ­var was a military and political follower.,SimÃ³n BolÃ­var was a military and political follower.,1,creation
760,Raees (film) stars Nawazuddin Siddiqui as IPS Jaideep Ambalal Majmudar.,Raees (film) stars Nawazuddin Siddiqui as IPS Jaideep Ambalal Majmudar.,1,information
761,Matthew Gray Gubler is an oil painter.,Matthew Gray Gubler is an oil painter.,1,natural
762,Dan O'Bannon was born on a Tuesday.,Dan O'Bannon was born on a Tuesday.,1,information
763,Diwali originated in France.,Diwali originated in France.,1,politics
764,Henry VIII (TV serial) stars a mountaineer.,Henry VIII (TV serial) stars a mountaineer.,1,information
765,JosÃ© Ferrer played the part of defensive lineman.,JosÃ© Ferrer played the part of defensive lineman.,1,politics
766,Fabian Nicieza has written for over 10 different comic books.,Fabian Nicieza has written for over 10 different comic books.,1,sports
767,Kenneth Edwards produced Soul Food.,Kenneth Edwards produced Soul Food.,1,gossip
768,Pearl Jam sold many of their own rock songs in the early 1990s.,Pearl Jam sold many of their own rock songs in the early 1990s.,1,gossip
769,Artpop had first-week sales of about 258 000 dollars.,Artpop had first-week sales of about 258 000 dollars.,1,creation
770,Sam Claflin is in the news.,Sam Claflin is in the news.,1,creation
771,Dakota Fanning studied Chinese film.,Dakota Fanning studied Chinese film.,1,information
772,Folklore includes tigers.,Folklore includes tigers.,1,sports
773,Paul Nicholls is a carpenter.,Paul Nicholls is a carpenter.,1,politics
774,Dakota Fanning was in American film roles.,Dakota Fanning was in American film roles.,1,sports
775,Star Trek: Discovery is the only series since Star Trek enterprise ended.,Star Trek: Discovery is the only series since Star Trek enterprise ended.,1,politics
776,Shane McMahon officially retired.,Shane McMahon officially retired.,1,gossip
777,Phillip Glass has listened to eleven symphonies.,Phillip Glass has listened to eleven symphonies.,1,sports
778,Bethany Hamilton's book was adapted into a film.,Bethany Hamilton's book was adapted into a film.,1,sports
779,Peking University was founded by two men.,Peking University was founded by two men.,1,creation
780,A Floppy disk is lined with paper.,A Floppy disk is lined with paper.,1,information
781,A monk practices religious asceticism in the mountains.,A monk practices religious asceticism in the mountains.,1,information
782,Steve Ditko was a journalist.,Steve Ditko was a journalist.,1,creation
783,Sayyeshaa was in a military unit directed by V. V. Vinayak.,Sayyeshaa was in a military unit directed by V. V. Vinayak.,1,information
784,Caroline Kennedy is Catholic.,Caroline Kennedy is Catholic.,1,gossip
785,John Deighton worked a parcel of land that had gold.,John Deighton worked a parcel of land that had gold.,1,gossip
786,You Belong with Me was the opening number in Katy Perry's debut concert tour.,You Belong with Me was the opening number in Katy Perry's debut concert tour.,1,creation
787,A monk is an adult.,A monk is an adult.,1,creation
788,Sam Claflin is in The Hobbit film series.,Sam Claflin is in The Hobbit film series.,1,information
789,Matteo Renzi served as a spokesperson for Fiat.,Matteo Renzi served as a spokesperson for Fiat.,1,politics
790,Aunt May is a character that often plays a supportive role.,Aunt May is a character that often plays a supportive role.,1,creation
791,No Country for Old Men was selected as the best of 2007 by the grave digger.,No Country for Old Men was selected as the best of 2007 by the grave digger.,1,information
792,A Milli is created by Lil Wayne.,A Milli is created by Lil Wayne.,1,information
793,Penguin Books revolutionized flying in the 1930s.,Penguin Books revolutionized flying in the 1930s.,1,creation
794,Damon Albarn released two studio albums.,Damon Albarn released two studio albums.,1,information
795,"Janet Leigh sang ""I'm Not Sorry.""","Janet Leigh sang ""I'm Not Sorry.""",1,information
796,Forceps are used for drawing.,Forceps are used for drawing.,1,creation
797,Liverpool is in literature.,Liverpool is in literature.,1,information
798,French Indochina was officially known as the Indochinese Union in England after 1887.,French Indochina was officially known as the Indochinese Union in England after 1887.,1,information
799,Brazzers is a cinematic production company.,Brazzers is a cinematic production company.,1,industry
800,Sandra Bullock appeared on paper.,Sandra Bullock appeared on paper.,1,information
801,Ashley Cole is an English actor.,Ashley Cole is an English actor.,1,information
802,Kesha was born and raised in America.,Kesha was born and raised in America.,1,politics
803,Fabian Nicieza created over a hundred characters for comic books.,Fabian Nicieza created over a hundred characters for comic books.,1,information
804,Princess Mononoke is only a Ghibli TV series.,Princess Mononoke is only a Ghibli TV series.,1,natural
805,The Daily Show is a fake news program.,The Daily Show is a fake news program.,1,politics
806,Tiber Oil Field is located in the Keathley Canyon block 102 of the United States tank of the Gulf of Mexico.,Tiber Oil Field is located in the Keathley Canyon block 102 of the United States tank of the Gulf of Mexico.,1,religion
807,James Jones missed the deadline once.,James Jones missed the deadline once.,1,information
808,Ashley Graham has appeared on America's Next Top Model.,Ashley Graham has appeared on America's Next Top Model.,1,information
809,Stripes featured Christopher Walken in a role.,Stripes featured Christopher Walken in a role.,1,information
810,Mel B collaborated with Ciara.,Mel B collaborated with Ciara.,1,creation
811,Bruce Shand was awarded a medal.,Bruce Shand was awarded a medal.,1,information
812,Poseidon grossed $181 674 817 in March.,Poseidon grossed $181 674 817 in March.,1,natural
813,Ludwig van Beethoven was born in 1787.,Ludwig van Beethoven was born in 1787.,1,information
814,Despicable Me 2 was written by Quentin Tarantino.,Despicable Me 2 was written by Quentin Tarantino.,1,politics
815,Craig David is a British pop music performer.,Craig David is a British pop music performer.,1,information
816,Edison Machine Works was rarely set up to produce large electric motors.,Edison Machine Works was rarely set up to produce large electric motors.,1,politics
817,Margaret Thatcher led a major political party in the United Kingdom.,Margaret Thatcher led a major political party in the United Kingdom.,1,sports
818,The Armenian Genocide happened during the Second Constitutional Era.,The Armenian Genocide happened during the Second Constitutional Era.,1,gossip
819,Al Jardine sang lead vocals on a song produced by C. E. Quick.,Al Jardine sang lead vocals on a song produced by C. E. Quick.,1,gossip
820,The Bassoon King is written for Rainn Wilson.,The Bassoon King is written for Rainn Wilson.,1,creation
821,Veeram is a romance film.,Veeram is a romance film.,1,creation
822,Jennifer Lopez was married at least twice to actor-director Woody Allen.,Jennifer Lopez was married at least twice to actor-director Woody Allen.,1,information
823,Baz Luhrmann solely acted in a 2008 Australian-American-British film.,Baz Luhrmann solely acted in a 2008 Australian-American-British film.,1,sports
